,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
10,FF,2023-09-30,97.5,-0.87,5.68,"Díaz, Elias",553869,643377,,swinging_strike,,,,,3,Elias Diaz walks.,R,R,R,COL,MIN,S,,,0,1,2023,-0.41,1.13,0.46,3.15,,,,0,5,Bot,,,,,543877,,,4.546698601789183,-141.99435435981968,-3.9436674976258903,-6.59900106816873,29.63212051771916,-16.159325204902323,3.13,1.44,,,,98.0,2470.0,6.3,716368,643377,543877,666135,666397,456781,650489,670242,572191,596146,54.19,,,,,,,,39,2,4-Seam Fastball,0,6,0,6,6,0,0,6,Standard,Standard,208.0,0.0,-0.049
11,FF,2023-09-30,97.4,-0.91,5.63,"Díaz, Elias",553869,643377,,swinging_strike,,,,,6,Elias Diaz walks.,R,R,R,COL,MIN,S,,,0,0,2023,-0.4,1.26,0.57,2.19,,,,0,5,Bot,,,,,543877,,,4.889645145576229,-141.87380710929094,-6.707204570010163,-6.350733501441275,27.79056818388357,-13.829429878973988,3.13,1.44,,,,98.3,2515.0,6.4,716368,643377,543877,666135,666397,456781,650489,670242,572191,596146,54.06,,,,,,,,39,1,4-Seam Fastball,0,6,0,6,6,0,0,6,Standard,Standard,212.0,0.0,-0.038
12,FF,2023-09-29,91.0,-2.57,4.75,"Díaz, Elias",553869,657746,double,hit_into_play,,,,,3,Elias Diaz doubles (25) on a sharp line drive to center fielder Michael A.   Taylor.,R,R,R,COL,MIN,X,8.0,line_drive,2,2,2023,-0.21,0.61,0.34,2.96,,,,1,4,Bot,100.73,31.49,,,680777,,,7.7851022651950466,-132.54354695381278,-0.0090770109196309,-3.9486259032958952,23.527498234183945,-25.0289330327682,3.11,1.43,416.0,103.8,21.0,92.2,2163.0,6.6,716387,657746,680777,456781,593871,650489,571657,656669,572191,596146,53.92,0.643,0.875,1.25,1.0,1.0,1.0,6.0,35,6,4-Seam Fastball,2,4,2,4,4,2,2,4,Standard,Standard,213.0,0.051,0.44
13,FF,2023-09-29,92.3,-2.73,4.76,"Díaz, Elias",553869,657746,,foul,,,,,3,Elias Diaz doubles (25) on a sharp line drive to center fielder Michael A.   Taylor.,R,R,R,COL,MIN,S,,,2,2,2023,-0.05,0.99,0.36,2.97,,,,1,4,Bot,,,,,680777,,,8.034580467338891,-134.38358048594964,-0.971843383359582,-2.164769812379777,25.919992669739838,-20.075870357657863,3.11,1.43,225.0,72.9,45.0,93.4,2117.0,6.7,716387,657746,680777,456781,593871,650489,571657,656669,572191,596146,53.83,,,,,,,,35,5,4-Seam Fastball,2,4,2,4,4,2,2,4,Standard,Standard,216.0,0.0,0.0
14,ST,2023-09-29,79.8,-2.73,4.84,"Díaz, Elias",553869,657746,,ball,,,,,11,Elias Diaz doubles (25) on a sharp line drive to center fielder Michael A.   Taylor.,R,R,R,COL,MIN,B,,,1,2,2023,0.96,-0.37,-1.01,3.02,,,,1,4,Bot,,,,,680777,,,1.979433650966638,-116.30055074899296,3.3294376805206705,8.432796673997878,18.9683336162465,-36.29656695217509,3.22,1.42,,,,80.4,2802.0,6.3,716387,657746,680777,456781,593871,650489,571657,656669,572191,596146,54.2,,,,,,,,35,4,Sweeper,2,4,2,4,4,2,2,4,Standard,Standard,68.0,0.0,0.029
15,FF,2023-09-29,93.3,-2.54,4.81,"Díaz, Elias",553869,657746,,ball,,,,,12,Elias Diaz doubles (25) on a sharp line drive to center fielder Michael A.   Taylor.,R,R,R,COL,MIN,B,,,0,2,2023,-0.24,1.05,1.3,3.05,,,,1,4,Bot,,,,,680777,,,10.48208326880885,-135.729869472869,-1.1688917727210066,-4.979748593079309,25.146284724835606,-19.03093738666934,3.24,1.42,,,,94.5,2226.0,6.7,716387,657746,680777,456781,593871,650489,571657,656669,572191,596146,53.84,,,,,,,,35,3,4-Seam Fastball,2,4,2,4,4,2,2,4,Standard,Standard,220.0,0.0,0.012
16,SL,2023-09-29,85.3,-2.69,4.81,"Díaz, Elias",553869,657746,,foul,,,,,2,Elias Diaz doubles (25) on a sharp line drive to center fielder Michael A.   Taylor.,R,R,R,COL,MIN,S,,,0,1,2023,0.35,0.3,-0.14,2.64,,,,1,4,Bot,,,,,680777,,,5.299187116890418,-124.2092613434254,0.513206389587534,2.727249894825201,21.881970190440835,-29.32056052677077,3.11,1.43,154.0,70.8,71.0,86.0,2162.0,6.4,716387,657746,680777,456781,593871,650489,571657,656669,572191,596146,54.08,,,,,,,,35,2,Slider,2,4,2,4,4,2,2,4,Standard,Standard,163.0,0.0,-0.036
17,FS,2023-09-29,85.6,-2.72,4.97,"Díaz, Elias",553869,657746,,foul,,,,,5,Elias Diaz doubles (25) on a sharp line drive to center fielder Michael A.   Taylor.,R,R,R,COL,MIN,S,,,0,0,2023,-0.69,0.25,-0.11,2.26,,,,1,4,Bot,,,,,680777,,,7.571441371568373,-124.65571132921936,-0.7449039157186947,-8.491674935258127,20.356446510856905,-29.53216053844831,3.11,1.43,180.0,106.0,9.0,86.6,1707.0,6.5,716387,657746,680777,456781,593871,650489,571657,656669,572191,596146,54.01,,,,,,,,35,1,Split-Finger,2,4,2,4,4,2,2,4,Standard,Standard,246.0,0.0,-0.026
18,FF,2023-09-29,93.2,-2.62,4.76,"Díaz, Elias",553869,657746,strikeout,swinging_strike,,,,,12,Elias Diaz strikes out swinging.,R,R,R,COL,MIN,S,2.0,,2,2,2023,-0.64,0.93,0.2,3.29,,,,1,2,Bot,,,,,680777,,,8.737354785506984,-135.53127083641652,-0.1057990178158224,-9.66445051896567,26.582839324582714,-20.740780362497556,3.11,1.43,,,,94.3,2252.0,6.8,716387,657746,680777,456781,593871,650489,571657,656669,572191,596146,53.73,,,0.0,1.0,0.0,0.0,,17,5,4-Seam Fastball,1,3,1,3,3,1,1,3,Standard,Standard,219.0,-0.017,-0.148
19,FF,2023-09-29,92.4,-2.64,4.79,"Díaz, Elias",553869,657746,,foul,,,,,12,Elias Diaz strikes out swinging.,R,R,R,COL,MIN,S,,,2,1,2023,-0.54,0.93,0.23,3.45,,,,1,2,Bot,,,,,680777,,,8.5451627706107,-134.38145093515,0.3177140928247085,-8.269020366612178,25.3634934278098,-20.990709525032976,3.11,1.43,186.0,78.3,17.0,93.5,2234.0,6.7,716387,657746,680777,456781,593871,650489,571657,656669,572191,596146,53.83,,,,,,,,17,4,4-Seam Fastball,1,3,1,3,3,1,1,3,Standard,Standard,217.0,0.0,-0.048
